date,0,1,2,3,4,5,6,residuals_96,residuals_192,residuals_336,residuals_720,OT
1990/1/13 0:00,0.7935,1.6465,0.848176,0.660284,0.211242,0.006866,0.532765,-0.0031430805704891,-0.0031392216379955,-0.003149646619276,-0.0030941910918034,0.6106
1990/1/14 0:00,0.7954,1.639,0.845309,0.652742,0.211242,0.006829,0.532056,0.0014572847854614,0.0014607334809471,0.0014508861066651,0.0015003320026095,0.6118
1990/1/15 0:00,0.7751,1.649,0.848896,0.66313,0.211242,0.006845,0.53135,-0.0063252089698184,-0.0063216134394105,-0.0063322754551565,-0.0062760506192357,0.6052
1990/1/16 0:00,0.7622,1.655,0.843526,0.668226,0.211242,0.006881,0.533049,-0.0134517381098765,-0.0134482004294428,-0.0134568258258428,-0.0134153750413404,0.5915
1990/1/17 0:00,0.7583,1.6572,0.839983,0.672043,0.211242,0.006924,0.532623,0.0032120806546714,0.0032151412858979,0.0032085968617129,0.0032339611497508,0.5945
1990/1/18 0:00,0.7605,1.657,0.837591,0.667557,0.211242,0.006976,0.534188,-0.0014799520869203,-0.0014768588545884,-0.0014827471312739,-0.0014594872110373,0.5928
1990/1/19 0:00,0.7635,1.678,0.841397,0.672948,0.211242,0.006987,0.535045,0.002428249539794,0.00243106609523,0.0024238958693497,0.0024559392357454,0.595
1990/1/20 0:00,0.766,1.6818,0.839913,0.670691,0.211242,0.00694,0.537201,0.0022310047622889,0.0022332229827072,0.002225388909088,0.0022565073944255,0.597
1990/1/21 0:00,0.7685,1.6794,0.843313,0.664894,0.211242,0.006918,0.536481,0.0052520928907733,0.0052540271995856,0.0052455446819076,0.0052775485016122,0.602
1990/1/22 0:00,0.7702,1.6815,0.842886,0.667468,0.211242,0.006901,0.536193,-0.0034236600893082,-0.0034215749697469,-0.0034318416354677,-0.0033873500368304,0.5983
1990/1/23 0:00,0.7735,1.6817,0.841255,0.668003,0.211242,0.006879,0.535475,0.0022551557542741,0.0022571605632909,0.0022479147828355,0.0022841266315962,0.6003
1990/1/24 0:00,0.7655,1.695,0.840407,0.675584,0.211242,0.006878,0.535906,-0.0002431023603759,-0.0002410447054981,-0.0002498913596975,-0.0002162909439188,0.5998
1990/1/25 0:00,0.7665,1.702,0.841822,0.677094,0.211242,0.00689,0.538503,0.0014549537436279,0.0014567016243933,0.0014490233947782,0.0014721241558632,0.601
1990/1/26 0:00,0.7575,1.699,0.837872,0.674992,0.211242,0.006874,0.537779,-0.0071346858051661,-0.0071332813180344,-0.007141645204159,-0.0071169627564496,0.5936
1990/1/27 0:00,0.7545,1.687,0.835352,0.668986,0.211242,0.006878,0.536769,-0.0018470031751747,-0.0018456175253437,-0.0018530955524926,-0.0018338472206238,0.5915
1990/1/28 0:00,0.7493,1.6925,0.8364,0.668003,0.211242,0.006887,0.536337,0.0017556020740534,0.0017572903215595,0.0017495626156193,0.0017740951579028,0.593
1990/1/29 0:00,0.7521,1.695,0.83167,0.668539,0.211242,0.006935,0.536625,-0.0001295220961481,-0.0001279437979109,-0.0001364850571977,-0.0001067739583682,0.5926
1990/1/30 0:00,0.7521,1.6905,0.833403,0.668003,0.211242,0.006925,0.535906,0.0001696132346817,0.000170987200411,0.0001625683938408,0.0001923022753504,0.5925
1990/1/31 0:00,0.7457,1.696,0.828638,0.670107,0.211242,0.006931,0.536625,-0.010735435500651,-0.0107338467507337,-0.0107421544466553,-0.0107121181477171,0.5815
1990/2/1 0:00,0.75,1.693,0.829187,0.668673,0.211242,0.006925,0.536193,0.0037350420433793,0.0037362086391969,0.0037293594800896,0.0037471859691222,0.585
1990/2/2 0:00,0.7567,1.6955,0.834028,0.669568,0.211242,0.006937,0.535045,0.0035432018557821,0.0035445188652181,0.0035372547528378,0.003558860420913,0.5883
1990/2/3 0:00,0.7595,1.704,0.831947,0.673401,0.211242,0.006875,0.537634,0.0017392659837992,0.0017406671936954,0.0017327353254198,0.0017588949090467,0.5898
1990/2/4 0:00,0.7586,1.715,0.832432,0.678104,0.211242,0.006881,0.537346,-0.0008523520070661,-0.0008513196558099,-0.0008585114832438,-0.0008424770238766,0.5887
1990/2/5 0:00,0.7646,1.7147,0.83717,0.679117,0.211242,0.006854,0.536481,0.0012377601733815,0.0012385137708392,0.0012318603661188,0.0012419838157888,0.5897
1990/2/6 0:00,0.7652,1.71,0.835422,0.677048,0.211242,0.006806,0.535906,0.0007258584610237,0.0007267552849111,0.0007200931636597,0.0007293836846561,0.5902
1990/2/7 0:00,0.765,1.693,0.834725,0.672495,0.211242,0.006718,0.536193,-0.0017701164362255,-0.0017690583203301,-0.0017753566101172,-0.0017682345043306,0.5882
1990/2/8 0:00,0.7605,1.692,0.83696,0.674172,0.211242,0.006728,0.536049,-0.0002726812447421,-0.0002711515045878,-0.0002766882774468,-0.0002737256053131,0.5877
1990/2/9 0:00,0.7601,1.6892,0.838715,0.670466,0.211242,0.00672,0.535619,0.0005235255525122,0.0005251735474151,0.0005198333657548,0.0005221735888069,0.588
1990/2/10 0:00,0.7635,1.665,0.840195,0.664011,0.211242,0.006681,0.533333,-0.0005697833498093,-0.0005680469564489,-0.0005742313025899,-0.0005657301597898,0.5872
1990/2/11 0:00,0.7596,1.651,0.837521,0.66072,0.211242,0.006654,0.533333,0.0014179438035869,0.0014205297366308,0.001414643839217,0.0014265812701409,0.5884
1990/2/12 0:00,0.7585,1.6388,0.839913,0.666667,0.211242,0.006676,0.534045,-0.0003703583393992,-0.00036733659585,-0.0003728188875202,-0.0003603344282382,0.5878
1990/2/13 0:00,0.7611,1.649,0.84246,0.666889,0.211242,0.006676,0.533903,0.0015067235367798,0.0015102452218318,0.0015064389242667,0.0015107088258921,0.5891
1990/2/14 0:00,0.7596,1.639,0.843811,0.663702,0.211242,0.006613,0.533476,1.141157087158895e-05,1.4642189269276074e-05,9.94449369562389e-06,1.7595370775502772e-05,0.5889
1990/2/15 0:00,0.7607,1.6425,0.847817,0.662559,0.211242,0.00663,0.533618,-0.0007866561042743,-0.0007830648253673,-0.0007875498564718,-0.0007806365113808,0.5879
1990/2/16 0:00,0.7607,1.6181,0.847961,0.661244,0.211242,0.006608,0.534045,0.0030102963874453,0.0030137603610098,0.0030082901754473,0.0030206578333012,0.5907
1990/2/17 0:00,0.758,1.6103,0.848176,0.656211,0.211242,0.006563,0.533618,-0.0012884969567917,-0.0012841912151797,-0.0012887021852395,-0.0012774034401835,0.5892
1990/2/18 0:00,0.761,1.6003,0.849041,0.65445,0.211242,0.006555,0.532623,-0.0026835031400788,-0.0026789865775357,-0.0026837769036681,-0.0026699912794789,0.5863
1990/2/19 0:00,0.7635,1.609,0.851426,0.654879,0.211242,0.006569,0.533333,0.0012973074199734,0.0013021386699986,0.0012978142025343,0.0013104409726115,0.5874
1990/2/20 0:00,0.7563,1.6175,0.848896,0.65703,0.211242,0.006555,0.533333,0.0026025466856253,0.002607076472471,0.0026018181753303,0.002618315112042,0.5898
1990/2/21 0:00,0.7536,1.6235,0.847242,0.662471,0.211242,0.006563,0.533618,-0.0015785444431872,-0.0015742049238164,-0.0015792383678534,-0.0015654203586391,0.588
1990/2/22 0:00,0.7549,1.6103,0.844809,0.662822,0.211242,0.006515,0.533618,-0.0022902431880387,-0.0022860665936619,-0.0022898925482562,-0.0022853224318303,0.5855
1990/2/23 0:00,0.7565,1.6105,0.847961,0.659326,0.211242,0.006499,0.533476,-0.0021067591142645,-0.0021021907932639,-0.0021043293084426,-0.002109546339338,0.5832
1990/2/24 0:00,0.752,1.5945,0.849762,0.657462,0.211242,0.006487,0.532056,-0.0037108418921044,-0.0037063376770172,-0.0037093534748147,-0.0037100603353744,0.5793
1990/2/25 0:00,0.7504,1.601,0.849834,0.660066,0.211242,0.006447,0.53135,0.0018697593903543,0.0018748486101988,0.0018726701868083,0.0018702095732973,0.581
1990/2/26 0:00,0.7474,1.604,0.851064,0.658545,0.211242,0.006498,0.531773,-0.0023264846924528,-0.0023214633089801,-0.0023231235228267,-0.0023308378234802,0.5785
1990/2/27 0:00,0.7469,1.618,0.850412,0.655093,0.211242,0.00639,0.530926,0.0021727861597098,0.0021776159189136,0.0021750224070743,0.0021736726610224,0.5805
1990/2/28 0:00,0.7452,1.6261,0.85034,0.658762,0.211242,0.006353,0.530786,0.0004972006773532,0.0005016236056228,0.0004982537015471,0.0004964949360576,0.5808
1990/3/1 0:00,0.7471,1.6275,0.850196,0.659631,0.211242,0.006299,0.529801,-0.0039040214206814,-0.0038997645263681,-0.0039024115124193,-0.0039116461454977,0.5767
1990/3/2 0:00,0.7523,1.634,0.851571,0.667557,0.211242,0.00638,0.530082,0.0017751918470493,0.0017794168139981,0.0017777925413717,0.0017596503583683,0.5783
1990/3/3 0:00,0.7548,1.648,0.854336,0.66778,0.211242,0.006336,0.530363,0.000857344513263,0.0008614580114435,0.0008604465466196,0.0008387910967895,0.579
1990/3/4 0:00,0.7561,1.6315,0.855066,0.66335,0.211265,0.006293,0.530223,-0.0010359706028568,-0.0010322906779847,-0.001034088327001,-0.0010556560148352,0.5778
1990/3/5 0:00,0.7605,1.6355,0.857486,0.665469,0.211265,0.006284,0.530645,-0.0006404334133401,-0.0006362662266391,-0.0006378245111307,-0.0006586986271076,0.577
1990/3/6 0:00,0.7669,1.6415,0.856678,0.66379,0.211242,0.006305,0.531915,0.0021480929056195,0.0021521336997388,0.0021506893436747,0.0021268982959103,0.579
1990/3/7 0:00,0.765,1.6415,0.855725,0.666223,0.211242,0.006342,0.532481,-0.0006401149255459,-0.0006364119562115,-0.0006389926236188,-0.0006569485709065,0.5782
1990/3/8 0:00,0.765,1.6385,0.858001,0.666089,0.211242,0.006343,0.533191,-4.510374076549528e-05,-4.1424236137621584e-05,-4.360620893084644e-05,-6.334699214172179e-05,0.578
1990/3/9 0:00,0.763,1.6385,0.860807,0.66836,0.211242,0.006349,0.532765,0.0005532043813798,0.0005569659010223,0.0005545989506705,0.0005361037330893,0.5784
1990/3/10 0:00,0.7643,1.6343,0.860956,0.668315,0.211242,0.006306,0.531915,4.766918996923497e-05,5.155483948926509e-05,4.940554353782822e-05,2.9899067188088324e-05,0.5783
1990/3/11 0:00,0.7663,1.6425,0.858222,0.673854,0.211242,0.006318,0.532623,0.0010414439813163,0.0010455376513917,0.0010440525807733,0.0010202801921345,0.5792
1990/3/12 0:00,0.7663,1.642,0.859771,0.6744,0.211242,0.006322,0.532765,0.0005374100645677,0.0005412454488549,0.0005406895847095,0.0005090657732944,0.5796
1990/3/13 0:00,0.765,1.6385,0.858369,0.673401,0.211242,0.006299,0.532765,3.640070826260722e-05,4.0280999866415534e-05,3.963774036863654e-05,8.664561925053604e-06,0.5795
1990/3/14 0:00,0.7654,1.631,0.856898,0.671006,0.211242,0.006275,0.532765,0.0002395149632348,0.0002434931713745,0.0002431480795354,0.0002105451560541,0.5796
1990/3/15 0:00,0.7653,1.6338,0.855945,0.670916,0.211242,0.006254,0.532198,-0.0017573250198831,-0.0017531459968581,-0.001753303323561,-0.0017859936148127,0.5777
1990/3/16 0:00,0.77,1.638,0.860363,0.673854,0.211242,0.006285,0.532056,0.0012369275469652,0.0012410081476627,0.0012411582515521,0.0012052800750648,0.5788
1990/3/17 0:00,0.7732,1.6435,0.860659,0.6744,0.211242,0.00639,0.533333,0.0028261781684255,0.0028302176106409,0.0028300508930858,0.0027957433063243,0.5815
1990/3/18 0:00,0.7705,1.6353,0.859993,0.670556,0.211242,0.006335,0.533333,0.0013362286444358,0.0013399956879006,0.0013384182518835,0.0013146621375507,0.5827
1990/3/19 0:00,0.7655,1.6357,0.861326,0.669792,0.211242,0.006341,0.532623,0.0002501859812585,0.0002542145604681,0.0002525784867848,0.0002299409239172,0.5828
1990/3/20 0:00,0.7663,1.6341,0.862589,0.672043,0.211242,0.0063,0.532056,-0.0008448768662369,-0.0008407844618474,-0.0008427506232242,-0.0008624038292859,0.5818
1990/3/21 0:00,0.766,1.637,0.861475,0.681663,0.211242,0.0063,0.532623,4.186529776850634e-05,4.610349745481912e-05,4.511349203872861e-05,1.8190764435099812e-05,0.5817
1990/3/22 0:00,0.756,1.6335,0.86192,0.684229,0.211242,0.006299,0.532623,-0.0060780066557316,-0.0060737376662508,-0.0060724866304175,-0.0061150759431877,0.5755
1990/3/23 0:00,0.7503,1.636,0.85955,0.686342,0.211242,0.006293,0.532623,-0.0018981506927231,-0.0018937606262657,-0.0018912371509188,-0.0019418098901752,0.5735
1990/3/24 0:00,0.75,1.6389,0.858074,0.689417,0.211242,0.006295,0.532765,0.0013991301927479,0.0014034430207493,0.0014067986484006,0.0013502768196966,0.5748
1990/3/25 0:00,0.7457,1.6405,0.858516,0.687049,0.211242,0.006295,0.533049,-0.0062002097888853,-0.006195942648279,-0.0061919798449706,-0.006252809562648,0.5685
1990/3/26 0:00,0.752,1.643,0.856678,0.687049,0.211242,0.006317,0.533333,0.0023888888724313,0.0023929568172157,0.0023966693339723,0.0023360817106411,0.5708
1990/3/27 0:00,0.7552,1.6422,0.856898,0.687569,0.211242,0.006323,0.532623,0.0019934868067481,0.0019974204292176,0.0020008036258546,0.0019423867713461,0.5727
1990/3/28 0:00,0.7546,1.66,0.859623,0.692185,0.211242,0.006315,0.533049,-7.460159956673706e-06,-3.4294680485436047e-06,-9.761332298019454e-09,-5.776279580627097e-05,0.5726
1990/3/29 0:00,0.7565,1.668,0.860215,0.69808,0.211242,0.006329,0.533049,9.087543073560413e-05,9.440312012876095e-05,9.765329888300478e-05,3.61317758377222e-05,0.5726
1990/3/30 0:00,0.7577,1.6695,0.859476,0.697837,0.211242,0.006333,0.534902,0.0021777752017325,0.0021811313767406,0.0021851876176136,0.0021167281078162,0.5747
1990/3/31 0:00,0.7585,1.678,0.857486,0.712251,0.211242,0.006392,0.535619,-0.0025080531562449,-0.0025048499827898,-0.0025012777332849,-0.0025676200149997,0.5721
1990/4/1 0:00,0.7587,1.6763,0.858148,0.716589,0.211242,0.006369,0.536769,0.0018528802652681,0.0018559125493995,0.0018623857059252,0.0017759629647722,0.5739
1990/4/2 0:00,0.76,1.6813,0.848536,0.716743,0.211242,0.006548,0.540249,-0.0038490839644299,-0.0038459334344321,-0.0038384759923707,-0.0039321569454291,0.57
1990/4/3 0:00,0.7669,1.684,0.849618,0.716486,0.211242,0.006546,0.540394,0.0008528115545065,0.0008552823589232,0.0008620185152635,0.000775149027148,0.5708
1990/4/4 0:00,0.7645,1.677,0.84674,0.715308,0.211242,0.006605,0.540687,0.0017496327923791,0.0017519867721201,0.0017583292537606,0.0016727931958737,0.5725
1990/4/5 0:00,0.7625,1.68,0.850557,0.714286,0.211242,0.006604,0.539374,0.0003597692237539,0.0003622990588122,0.0003684272555128,0.0002882662688221,0.5728
1990/4/6 0:00,0.7617,1.6917,0.851934,0.712251,0.211242,0.006564,0.53952,0.0007604147188371,0.0007629758908042,0.0007684061883668,0.0006928026871257,0.5735
1990/4/7 0:00,0.7605,1.6908,0.84868,0.711845,0.211242,0.006542,0.539432,-0.000924146125748,-0.0009219752367134,-0.0009176178871704,-0.0009901314385951,0.5725
1990/4/8 0:00,0.764,1.6912,0.847817,0.702247,0.211242,0.006513,0.539316,0.0010766808336838,0.0010788350826844,0.0010837626137132,0.001007312036086,0.5735
1990/4/9 0:00,0.764,1.6915,0.838786,0.705219,0.211242,0.006596,0.539258,0.0001014751079907,0.0001034421089236,0.0001062672216798,4.274258761682859e-05,0.5735
1990/4/10 0:00,0.7653,1.694,0.84488,0.708065,0.211242,0.006612,0.540541,0.0002996039627657,0.0003014576293747,0.000305322104543,0.0002382548164688,0.5737
1990/4/11 0:00,0.7623,1.6895,0.843526,0.704225,0.211242,0.006598,0.541126,0.0002921376551235,0.0002939507806878,0.0002974089823206,0.0002314701989968,0.5739
1990/4/12 0:00,0.7668,1.6892,0.844523,0.701508,0.211242,0.00668,0.541126,-0.0004934670593702,-0.0004915999222592,-0.0004886508503966,-0.0005506069211779,0.5733
1990/4/13 0:00,0.766,1.6946,0.846167,0.70932,0.211242,0.006628,0.541712,0.0009035751400042,0.0009053389329153,0.0009069371702939,0.0008558643361177,0.5741
1990/4/14 0:00,0.772,1.693,0.848896,0.70373,0.211242,0.006609,0.540979,0.0016923974955446,0.001694153380369,0.0016974457700696,0.0016320888482103,0.5757
1990/4/15 0:00,0.7678,1.6765,0.851426,0.697837,0.211242,0.006551,0.539374,0.0012003931862569,0.0012021841199502,0.0012040236257876,0.0011480780184678,0.5768
1990/4/16 0:00,0.7693,1.6838,0.852806,0.696379,0.211242,0.006605,0.539374,-0.0014913896085989,-0.0014889400821648,-0.0014873101509198,-0.0015384682339855,0.5752
1990/4/17 0:00,0.7676,1.675,0.849907,0.693963,0.211242,0.006596,0.539374,0.0017068246906989,0.0017089540825874,0.0017093625324685,0.0016656342616935,0.5768
1990/4/18 0:00,0.771,1.683,0.850557,0.69701,0.211242,0.006551,0.540249,0.0009181190664058,0.000920506329615,0.0009210861338145,0.0008786896054139,0.5776
1990/4/19 0:00,0.7718,1.6882,0.85266,0.700035,0.211242,0.006555,0.540833,0.004417109069049,0.0044192504813442,0.0044202362024446,0.0043712201637967,0.5819
1990/4/20 0:00,0.7775,1.6883,0.855945,0.695169,0.211242,0.006556,0.540716,0.0010276062795678,0.0010296909543175,0.0010304429739473,0.0009820167361548,0.5828
1990/4/21 0:00,0.7725,1.6848,0.851064,0.690703,0.211242,0.006513,0.540687,-0.0014663219512538,-0.0014642978492452,-0.0014651559045211,-0.0015034807781487,0.5812
1990/4/22 0:00,0.7751,1.6858,0.853898,0.694203,0.211242,0.006472,0.539957,-0.0025528026410821,-0.0025507870872295,-0.0025515354067476,-0.0025905089120199,0.5785
1990/4/23 0:00,0.774,1.7025,0.853606,0.695894,0.211242,0.006475,0.540833,-7.780350376729306e-05,-7.571709511944302e-05,-7.534707213230352e-05,-0.0001236091787665,0.5783
1990/4/24 0:00,0.7743,1.707,0.853097,0.697934,0.211242,0.00646,0.540979,0.0024310264883268,0.0024325189763894,0.0024322642792248,0.0023838196168894,0.5806
1990/4/25 0:00,0.775,1.7052,0.854336,0.696621,0.211242,0.006491,0.540979,0.0018377632499148,0.001839171720682,0.001839129732449,0.0017881295560471,0.5823
1990/4/26 0:00,0.7756,1.7055,0.853242,0.696379,0.211242,0.006485,0.540541,-0.0005559961703953,-0.0005545219893871,-0.0005552969559795,-0.0005999864009722,0.5816
1990/4/27 0:00,0.7792,1.713,0.852733,0.705965,0.211242,0.006506,0.540833,0.0008410820933782,0.0008425405833965,0.0008419647722418,0.0007959260979937,0.5823
1990/4/28 0:00,0.784,1.7205,0.851716,0.710379,0.211265,0.006508,0.542741,0.0008206957947903,0.0008220348111342,0.0008231687755269,0.0007644892873406,0.583
1990/4/29 0:00,0.7833,1.723,0.852951,0.706964,0.211242,0.006494,0.542741,-0.000382170304795,-0.0003811548454641,-0.0003795575894927,-0.0004443293523954,0.5825
1990/4/30 0:00,0.7901,1.725,0.851136,0.706464,0.211242,0.006459,0.542741,0.0051259649041893,0.0051268503146424,0.0051274877962015,0.0050678649051271,0.5875
1990/5/1 0:00,0.7852,1.733,0.845881,0.709723,0.211242,0.006462,0.542741,-0.0013589944721981,-0.001358144872248,-0.0013576630326325,-0.0014172292579133,0.586
1990/5/2 0:00,0.7851,1.7305,0.847889,0.708868,0.211242,0.006436,0.542446,-0.0006584101831461,-0.0006578428698066,-0.0006563609399865,-0.000723697635477,0.5852
1990/5/3 0:00,0.7846,1.7355,0.85237,0.711238,0.211242,0.006445,0.542005,0.0022374130878969,0.002238093696837,0.0022395968418053,0.0021717905171224,0.5873
1990/5/4 0:00,0.7875,1.7428,0.854336,0.710227,0.211242,0.006478,0.542005,3.765717012116365e-05,3.8337981630776063e-05,3.945784831460575e-05,-2.643434038029913e-05,0.5872
1990/5/5 0:00,0.7853,1.7393,0.854847,0.707364,0.211242,0.006529,0.543183,0.0001385793460106,0.0001389851046852,0.0001389762644625,7.938245693839274e-05,0.5872
1990/5/6 0:00,0.7916,1.745,0.857265,0.706464,0.211242,0.006564,0.543183,0.0012487239645146,0.0012491174202639,0.0012480089111729,0.0011973570851412,0.5883
1990/5/7 0:00,0.7964,1.7634,0.860659,0.712251,0.211242,0.006611,0.545703,0.0021485619780081,0.0021487435679091,0.0021464671422946,0.0021027236433057,0.5903
1990/5/8 0:00,0.7974,1.7795,0.860215,0.717103,0.211242,0.006614,0.545554,5.092281019192235e-05,5.046060348823378e-05,4.734519476146115e-05,4.316667136405883e-06,0.5902
1990/5/9 0:00,0.799,1.7805,0.859697,0.714439,0.211242,0.006633,0.545852,-5.369186893267042e-05,-5.4616806942076046e-05,-5.741931467095896e-05,-0.0001061221414822,0.59
1990/5/10 0:00,0.7974,1.7865,0.859697,0.713521,0.211242,0.006621,0.54615,0.0004519972114005,0.0004509404037633,0.0004473190862388,0.0004040384597344,0.5903
1990/5/11 0:00,0.8025,1.8058,0.862664,0.716589,0.211242,0.006618,0.548697,0.0010618615658047,0.0010605853554014,0.0010564308288417,0.0010148789275324,0.5912
1990/5/12 0:00,0.8066,1.815,0.864155,0.716178,0.211242,0.006716,0.550206,0.0022684323497501,0.0022664249001751,0.0022612446374088,0.002219722436747,0.5933
1990/5/13 0:00,0.7965,1.798,0.862292,0.712504,0.211242,0.006726,0.551876,0.0006796762430731,0.000677241364426,0.0006701520808422,0.0006409514522008,0.5938
1990/5/14 0:00,0.7913,1.7985,0.862589,0.711744,0.211242,0.006729,0.549602,-0.0055008318469972,-0.0055028227288461,-0.0055099601176321,-0.0055346386203229,0.5881
1990/5/15 0:00,0.7804,1.806,0.863632,0.717875,0.211242,0.00678,0.550206,0.0038788886250763,0.0038769396202007,0.0038702544692712,0.0038433769248686,0.5918
1990/5/16 0:00,0.7815,1.804,0.862887,0.705965,0.211242,0.006754,0.550206,-0.002405689968665,-0.0024076943850297,-0.0024142102286858,-0.0024414153325581,0.5892
1990/5/17 0:00,0.7899,1.8112,0.864828,0.710732,0.211242,0.006741,0.550206,0.002813216364655,0.0028110049758799,0.0028021960146366,0.002789268814202,0.5918
1990/5/18 0:00,0.7915,1.8205,0.867303,0.709824,0.211242,0.006789,0.552486,0.0012039942958353,0.0012016568557875,0.0011932898551478,0.0011750480856346,0.5928
1990/5/19 0:00,0.7819,1.8146,0.866701,0.70922,0.211242,0.006754,0.550509,-0.0002821179697622,-0.0002849120646077,-0.0002950320481569,-0.000304101432166,0.5923
1990/5/20 0:00,0.7838,1.8143,0.86408,0.71048,0.211242,0.006713,0.550509,0.0029201274502853,0.0029177034655757,0.0029083825913703,0.0028963347136523,0.595
1990/5/21 0:00,0.7839,1.8205,0.864304,0.720202,0.211242,0.006736,0.55142,-0.0010726817007512,-0.0010750508796258,-0.0010836519400897,-0.0011010151944449,0.5937
1990/5/22 0:00,0.7858,1.8248,0.865052,0.727273,0.211242,0.006741,0.55057,0.000703834076321,0.0007013470809915,0.0006945509244642,0.0006637236690757,0.5942
1990/5/23 0:00,0.7859,1.812,0.868056,0.727802,0.211242,0.006717,0.549149,-0.0022151369369609,-0.0022175787223057,-0.0022229549093698,-0.0022635438069446,0.5918
1990/5/24 0:00,0.7792,1.8135,0.868282,0.725584,0.211242,0.006647,0.548998,-0.0022392140015343,-0.0022411129636193,-0.0022454028291765,-0.0022906736864386,0.5894
1990/5/25 0:00,0.7897,1.8335,0.867905,0.730727,0.211242,0.006684,0.549753,-0.0004333465297846,-0.0004352961587137,-0.0004394790555398,-0.0004877619795052,0.5888
1990/5/26 0:00,0.7916,1.8438,0.86783,0.732601,0.211242,0.006748,0.551876,0.0023529123996255,0.0023502350815326,0.0023458779581143,0.0022938499655317,0.591
1990/5/27 0:00,0.7938,1.86,0.867303,0.742005,0.211242,0.006843,0.553403,0.0009656949192931,0.000962566518835,0.0009571510035317,0.0009105040494331,0.5918
1990/5/28 0:00,0.794,1.855,0.866927,0.737735,0.211242,0.006791,0.55371,0.0023553857448854,0.0023517361814128,0.002346747616858,0.0022954257400273,0.594
1990/5/29 0:00,0.7859,1.8492,0.86783,0.737191,0.211242,0.006684,0.552944,-0.0048267157469799,-0.0048302365570613,-0.0048357399000582,-0.0048838611907285,0.589
1990/5/30 0:00,0.785,1.8565,0.868432,0.740192,0.211242,0.006671,0.552792,0.0047609264657618,0.0047576611472101,0.0047535902654677,0.0046943012901325,0.5936
1990/5/31 0:00,0.79,1.872,0.870701,0.750638,0.211242,0.006678,0.554324,0.0052749210394911,0.005271576354628,0.0052675055876759,0.0052070590686416,0.5987
1990/6/1 0:00,0.7925,1.877,0.869338,0.751315,0.211242,0.006676,0.554324,0.0031736010656001,0.0031699190326274,0.003166619869839,0.0030970496249361,0.6017
1990/6/2 0:00,0.7953,1.8655,0.870322,0.744048,0.211242,0.00666,0.55325,0.0002840755401358,0.0002802578533052,0.0002767638195985,0.0002077248567631,0.6018
1990/6/3 0:00,0.7992,1.8717,0.87184,0.747105,0.211242,0.006675,0.55371,-0.0006110254207484,-0.0006145146130942,-0.0006189801498958,-0.000679026788651,0.601
1990/6/4 0:00,0.7977,1.8713,0.87146,0.746826,0.211242,0.00666,0.553863,0.000677399656088,0.0006737038197528,0.0006693580230415,0.0006066616045692,0.6015
1990/6/5 0:00,0.8025,1.884,0.87184,0.75959,0.211242,0.006651,0.555864,0.0071824882003383,0.0071788110209187,0.0071745205161154,0.0071112407718997,0.6085
1990/6/6 0:00,0.8061,1.8925,0.873057,0.765697,0.211242,0.00669,0.556174,-0.0008157941207238,-0.0008196820568708,-0.0008223515335576,-0.0008999415490138,0.6075
