date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,RESIDUALS,OT
2003-08-05 00:00:00,0.591357,0.757452,435,491,1394,629,-14430.43435820879,184038
2003-08-12 00:00:00,0.589044,0.7885850000000001,449,443,1327,599,-13275.682480086893,168276
2003-08-19 00:00:00,0.6786399999999999,0.812171,451,380,1262,553,-13464.187594265182,155386
2003-08-26 00:00:00,0.637558,0.804463,375,349,1070,463,-21762.659798139157,133008
2003-09-02 00:00:00,0.8133090000000001,0.8777010000000001,391,308,1061,452,-8859.785468716625,120884
2003-09-09 00:00:00,0.834551,0.741453,355,309,987,443,9110.518240877922,133117
2003-09-16 00:00:00,0.616174,0.661022,307,240,851,426,-9998.255200917774,128740
2003-09-23 00:00:00,0.513286,0.715109,277,284,887,423,-4684.242440910151,124037
2003-09-30 00:00:00,0.351881,0.562241,238,183,698,408,4292.672523653964,124146
2003-10-07 00:00:00,0.542621,0.786808,233,205,710,381,-35446.23178005722,90238
2003-10-14 00:00:00,0.581036,0.860658,249,280,836,378,5977.335164437827,97135
2003-10-21 00:00:00,0.495486,0.689944,259,200,659,370,-43.50331258239749,95515
2003-10-28 00:00:00,0.6120899999999999,0.779691,260,230,719,363,-9546.555450982063,92216
2003-11-04 00:00:00,0.5314909999999999,0.6281439999999999,213,235,733,345,25252.699054102675,116693
2003-11-11 00:00:00,0.519987,0.902459,243,256,809,334,-21827.32006457765,89644
2003-11-18 00:00:00,0.574476,0.806443,256,256,770,335,12678.382692189029,95481
2003-11-25 00:00:00,0.663175,0.8748879999999999,259,265,799,333,-10189.820966617131,91326
2003-12-02 00:00:00,0.614691,0.993213,279,358,960,326,4051.824170340231,96656
2003-12-09 00:00:00,0.6568229999999999,0.876141,281,309,913,337,15197.368420861108,104207
2003-12-16 00:00:00,0.723016,0.948092,342,413,1122,341,9298.318107365803,118343
2003-12-23 00:00:00,0.6918569999999999,0.926943,322,416,1089,336,4193.22270373191,117483
2003-12-30 00:00:00,0.782758,0.971643,333,382,1116,364,-4412.924607782756,114857
2004-01-06 00:00:00,0.982275,0.897159,877,1256,3171,1176,232616.5786920695,353449
2004-01-13 00:00:00,1.01821,1.0224799999999998,1071,1373,3631,1187,-49299.49854887172,355116
2004-01-20 00:00:00,1.1768,1.06296,1240,1534,4019,1267,23131.64019476506,378094
2004-01-27 00:00:00,1.30121,1.14696,1190,1671,4369,1293,-6982.295568304195,380921
2004-02-03 00:00:00,1.27746,1.20495,1327,1718,4551,1302,-7675.760900213558,377692
2004-02-10 00:00:00,1.4038700000000002,1.3051700000000002,1497,1874,4969,1344,614.5445545425173,380718
2004-02-17 00:00:00,1.40301,1.28699,1531,1874,4983,1336,-1089.3443311348092,387182
2004-02-24 00:00:00,1.73975,1.59468,1490,1678,4713,1341,-94549.911932614,295546
2004-03-02 00:00:00,1.56894,1.39714,1538,2059,5407,1369,58142.05162803514,387004
2004-03-09 00:00:00,1.65927,1.44996,1551,2052,5428,1346,903.4393427579198,374356
2004-03-16 00:00:00,1.81341,1.61745,1670,2071,5755,1379,-14453.319286831247,355806
2004-03-23 00:00:00,2.37626,2.19112,1856,1807,5689,1288,-111241.65520030056,259639
2004-03-30 00:00:00,2.77052,2.56649,2252,1993,7279,1332,9465.226850163132,283617
2004-04-06 00:00:00,2.40064,2.17645,2010,2450,8041,1383,76758.06102135166,369455
2004-04-13 00:00:00,2.54155,2.20171,2188,2982,8323,1342,7907.570261155255,378024
2004-04-20 00:00:00,2.85871,2.53012,2199,3682,9328,1348,1955.1223382009196,368678
2004-04-27 00:00:00,3.55011,3.06524,2747,5364,12422,1334,27638.44671130122,405254
2004-05-04 00:00:00,4.58591,3.98061,3086,7650,16192,1303,17919.1653940666,406772
2004-05-11 00:00:00,5.05809,4.595680000000001,3626,8854,19369,1324,22346.214972899004,421461
2004-05-18 00:00:00,5.44151,4.75197,3834,8400,19931,1330,4430.934336291859,419426
2004-05-25 00:00:00,4.4729,4.17962,3720,6759,16630,1280,-28643.58995784563,397883
2004-06-01 00:00:00,3.6752,3.45359,2997,5343,13234,1268,-32441.70368465845,383196
2004-06-08 00:00:00,3.3353,3.15852,2728,4494,11601,1227,-38253.19788819039,367292
2004-06-15 00:00:00,2.7622400000000003,2.6732,2416,3513,9502,1185,-16487.460719764116,355454
2004-06-22 00:00:00,2.46844,2.35161,2145,2771,7900,1148,-31533.491042227422,335940
2004-06-29 00:00:00,2.00081,1.89243,1827,2133,6329,1103,-13094.700282478472,334438
2004-07-06 00:00:00,1.54319,1.5249,1422,1737,4816,1048,-29261.874199993093,315823
2004-07-13 00:00:00,1.50195,1.41134,1356,1603,4445,1000,-6999.468296192063,314948
2004-07-20 00:00:00,1.22918,1.25068,1096,1469,3825,978,-4484.669059985783,305833
2004-07-27 00:00:00,1.21854,1.20702,1117,1411,3646,971,-9532.801151050022,302065
2004-08-03 00:00:00,1.15832,1.07895,903,1136,2990,923,-24600.440908772987,277120
2004-08-10 00:00:00,1.249,1.14521,979,1115,3012,878,-24904.497242335052,263009
2004-08-17 00:00:00,1.16888,1.06124,805,926,2531,825,-22681.569791325863,238494
2004-08-24 00:00:00,1.0788799999999998,1.0568,687,695,2056,687,-53183.29145342435,194550
2004-08-31 00:00:00,1.23059,1.25193,693,678,2099,637,-21237.8514716666,167661
2004-09-07 00:00:00,1.14747,1.01419,548,594,1744,603,5179.627054950135,171960
2004-09-14 00:00:00,1.00254,1.04197,573,507,1614,582,-25960.72854924021,154899
2004-09-21 00:00:00,0.957569,0.954027,580,507,1628,587,15461.783820812709,170645
2004-09-28 00:00:00,0.8948370000000001,0.8482299999999999,497,452,1359,550,-11603.009493180349,160216
2004-10-05 00:00:00,0.798205,0.841872,426,390,1198,533,-22272.598484590708,142302
2004-10-12 00:00:00,0.757812,0.7308939999999999,389,361,1148,524,9919.566398485857,157068
2004-10-19 00:00:00,0.8259629999999999,0.713432,333,364,1068,507,-5179.362617958541,149699
2004-10-26 00:00:00,0.744927,0.6706770000000001,328,327,990,492,-5512.843235280918,147612
2004-11-02 00:00:00,0.787049,0.689278,331,326,982,488,-6653.325215071614,142468
2004-11-09 00:00:00,0.684724,0.704929,319,350,1023,479,495.7052288903215,145121
2004-11-16 00:00:00,0.7473609999999999,0.615903,330,326,928,480,7647.692662915011,150673
2004-11-23 00:00:00,0.673974,0.609426,292,311,922,428,-2270.1065939150867,151290
2004-11-30 00:00:00,0.869662,0.6802590000000001,342,367,1033,420,7921.754029502452,151854
2004-12-07 00:00:00,0.8995290000000001,0.7754880000000001,338,396,1061,416,-13015.216541376576,136817
2004-12-14 00:00:00,0.854635,0.6834210000000001,302,383,1026,408,6489.180592602323,150127
2004-12-21 00:00:00,1.01123,0.781075,368,516,1219,419,6834.186585831281,156067
2004-12-28 00:00:00,0.977808,0.8069430000000001,381,484,1204,447,-5580.667654624704,149205
2005-01-04 00:00:00,1.1777799999999998,1.07635,1172,1256,3586,1113,173062.91129726978,333164
2005-01-11 00:00:00,1.21947,1.05869,1285,1247,3582,1160,-26137.782081816757,338343
2005-01-18 00:00:00,1.3069,1.11523,1393,1525,4122,1216,14229.402403342712,369609
2005-01-25 00:00:00,1.33931,1.12381,1439,1599,4248,1237,6268.890922383813,377999
2005-02-01 00:00:00,1.58374,1.25489,1639,1894,5005,1280,19218.547245681053,398840
2005-02-08 00:00:00,1.47072,1.33661,1563,1929,5038,1272,-23961.63206406485,376924
2005-02-15 00:00:00,1.6112,1.37864,1679,1951,5276,1277,-2779.17743120261,382697
2005-02-22 00:00:00,1.82699,1.60829,1666,1593,4802,1301,-84107.21880938282,298578
2005-03-01 00:00:00,1.77482,1.48311,1858,2176,5966,1325,64629.79401103477,402264
2005-03-08 00:00:00,1.94451,1.6537400000000002,1987,2463,6371,1328,2326.1871903548017,385248
2005-03-15 00:00:00,2.35512,2.00679,2241,3063,7697,1318,-5211.414756366401,383548
2005-03-22 00:00:00,3.10878,2.56857,2696,3058,8577,1287,-51617.297560127336,333921
2005-03-29 00:00:00,3.2823800000000003,3.05278,2678,2561,8842,1273,-57094.7713093693,289638
2005-04-05 00:00:00,2.62914,2.42504,2422,2366,8339,1319,36946.38254748238,343871
2005-04-12 00:00:00,2.2515,2.00195,2272,2921,7882,1339,34076.951444887905,393716
2005-04-19 00:00:00,2.35858,2.0586900000000004,2249,3150,7858,1297,-10139.262903946918,381699
2005-04-26 00:00:00,2.41881,2.21277,2643,3646,9114,1331,30465.71333320433,411882
2005-05-03 00:00:00,2.52752,2.3222,2612,4153,9551,1320,5168.765808815719,411291
2005-05-10 00:00:00,2.64954,2.4927900000000003,2754,4593,10427,1311,2930.1553066286724,418286
2005-05-17 00:00:00,3.12935,2.79489,2624,4979,11226,1288,-12632.477009591006,401661
2005-05-24 00:00:00,3.12442,2.96911,2753,5284,11901,1288,-3804.1176870442578,400827
2005-05-31 00:00:00,3.13099,2.8395900000000003,2579,5008,11343,1275,-1480.7660512734435,399459
2005-06-07 00:00:00,3.08261,2.77799,2564,5106,11261,1257,-1088.882812346972,405365
2005-06-14 00:00:00,2.64431,2.47287,2330,4154,9322,1241,-30321.24046568281,376971
2005-06-21 00:00:00,2.42295,2.18061,1895,3709,8064,1217,-22068.652175431664,369804
2005-06-28 00:00:00,2.31141,2.0168,1697,3393,7313,1165,-15400.246581507148,362605
2005-07-05 00:00:00,1.86383,1.64101,1437,2660,5738,1133,-11827.951052451564,349662
2005-07-12 00:00:00,1.44943,1.35829,1181,2014,4547,1087,-22742.446786249056,334760
2005-07-19 00:00:00,1.30227,1.1428,959,1479,3550,1045,-24540.623899967934,310641
2005-07-26 00:00:00,1.13459,1.04031,836,1382,3177,1017,-12907.045895342717,305389
2005-08-02 00:00:00,1.06255,0.964347,745,1208,2780,958,-18170.836371988407,288278
2005-08-09 00:00:00,1.03428,0.937982,745,1039,2592,919,-10628.096543164169,276338
2005-08-16 00:00:00,1.01791,0.947449,715,969,2428,877,-20086.978670379613,256267
2005-08-23 00:00:00,0.918151,0.891918,699,764,2061,783,-28233.308022937505,231075
2005-08-30 00:00:00,0.93099,0.864643,572,561,1645,649,-38401.89818087232,190252
2005-09-06 00:00:00,0.857294,0.97032,754,626,2075,635,26072.000208637328,213847
2005-09-13 00:00:00,0.7862939999999999,0.84439,514,447,1430,615,-28396.18950879388,169353
2005-09-20 00:00:00,0.719426,0.77487,463,409,1300,610,-23212.68213655264,167770
2005-09-27 00:00:00,0.7188680000000001,0.8213719999999999,466,390,1271,572,-17156.181256823562,154741
2005-10-04 00:00:00,0.774807,0.8727450000000001,437,402,1215,565,-12871.433664586802,139216
2005-10-11 00:00:00,0.76598,0.922635,549,511,1617,577,29100.752482436303,175259
2005-10-18 00:00:00,0.642809,0.899487,541,440,1553,564,10474.050270336564,172654
2005-10-25 00:00:00,0.622033,0.843082,502,403,1455,564,2150.192494144576,172581
2005-11-01 00:00:00,0.616326,0.8818239999999999,508,430,1428,551,-13053.479725353653,161937
2005-11-08 00:00:00,0.6856939999999999,0.817145,473,435,1373,547,4740.711542833247,168024
2005-11-15 00:00:00,0.6226970000000001,0.8715,510,466,1457,536,-3829.80142736368,167183
2005-11-22 00:00:00,0.611817,0.738621,404,379,1138,503,-9232.963792499126,154071
2005-11-29 00:00:00,0.638831,0.797966,398,457,1224,488,-7416.990922338125,153390
2005-12-06 00:00:00,0.8066270000000001,1.01394,492,506,1463,491,-5614.915245367942,144289
2005-12-13 00:00:00,0.7624479999999999,0.880936,446,521,1406,487,17314.19050854561,159603
2005-12-20 00:00:00,0.8134060000000001,0.943366,511,534,1487,455,-5282.2042533744825,157627
2005-12-27 00:00:00,0.807934,0.891546,476,512,1433,469,10205.83382953037,160732
2006-01-03 00:00:00,1.15384,1.2032200000000002,1434,1699,4513,1323,207578.66229636,375076
2006-01-10 00:00:00,1.14819,1.05788,1278,1602,4072,1361,-42572.38512251619,384920
2006-01-17 00:00:00,1.22736,1.13054,1543,1830,4737,1425,14325.451627528586,419005
2006-01-24 00:00:00,1.21744,1.12552,1582,1996,4888,1445,19777.941040586447,434287
2006-01-31 00:00:00,1.32813,1.2080799999999998,1672,2270,5380,1473,11466.168185701245,445334
2006-02-07 00:00:00,1.47754,1.34952,2112,2393,6139,1497,8874.948995517043,454901
2006-02-14 00:00:00,1.5339,1.4689,2355,2681,6668,1474,-172.92409189027967,453945
2006-02-21 00:00:00,1.91269,1.82767,2188,2202,6156,1488,-118954.32804798888,336822
2006-02-28 00:00:00,1.838,1.6656,2573,2792,7530,1486,69529.05664308486,452089
2006-03-07 00:00:00,1.95376,1.85968,2643,3244,8122,1493,11352.202711666005,436741
2006-03-14 00:00:00,2.40407,2.38891,3270,4470,10396,1492,-4916.988434227009,435177
2006-03-21 00:00:00,2.87453,2.78978,3387,4065,10192,1435,-66880.77925796766,365334
2006-03-28 00:00:00,3.02597,3.1154900000000003,3243,2868,8913,1359,-98121.8910066522,286087
2006-04-04 00:00:00,2.37817,2.26942,2927,2481,8386,1490,66947.61641156388,369521
2006-04-11 00:00:00,2.09232,1.86355,2507,2756,7761,1467,16427.290493384062,416464
2006-04-18 00:00:00,2.29396,1.99986,2548,3248,7909,1470,-10041.82336462196,395477
2006-04-25 00:00:00,2.74501,2.4406,3410,4684,10888,1495,42285.27910610044,446119
2006-05-02 00:00:00,3.04434,2.83018,3456,5648,12120,1472,-3998.576889047807,428241
2006-05-09 00:00:00,3.49999,3.12343,3840,6995,14197,1484,18598.372600455885,454533
2006-05-16 00:00:00,3.57851,3.27019,3879,6668,14031,1461,-21813.76693507319,429057
2006-05-23 00:00:00,3.28979,3.17757,3728,6537,14048,1460,6367.382656280766,442099
2006-05-30 00:00:00,2.89149,2.72364,3016,5429,11801,1428,-6482.473248558934,433281
2006-06-06 00:00:00,2.62075,2.50201,2798,4937,10715,1408,-9612.38962359255,428255
2006-06-13 00:00:00,2.5338700000000003,2.4272,2668,4031,9597,1361,-29799.65196495689,395394
2006-06-20 00:00:00,2.07251,1.96041,2049,3307,7562,1333,-15125.935262731044,385735
2006-06-27 00:00:00,1.87084,1.5914,1664,2508,6148,1303,-14480.29273876542,386327
2006-07-04 00:00:00,1.40042,1.36978,1445,1803,4958,1284,-24498.87225403724,361955
2006-07-11 00:00:00,1.46887,1.36317,1429,1821,4869,1240,-11089.613604795595,357183
2006-07-18 00:00:00,1.15514,1.1737,1257,1523,4179,1206,2946.30671696685,356055
2006-07-25 00:00:00,1.07901,1.06358,1152,1386,3695,1152,-10638.621814928423,347413
2006-08-01 00:00:00,0.98492,0.969711,969,1143,3077,1119,-24258.32256433263,317311
2006-08-08 00:00:00,1.03325,0.965362,917,1055,2860,1057,-31790.84158785036,296262
2006-08-15 00:00:00,0.926649,0.856749,815,861,2442,1025,-10740.625888586275,285031
2006-08-22 00:00:00,0.9201,0.863346,761,785,2243,925,-30200.60219993081,259803
2006-08-29 00:00:00,0.954094,0.93537,722,652,2058,831,-33241.055054417404,220020
2006-09-05 00:00:00,0.763278,0.7455689999999999,628,510,1679,796,4895.406688383169,225197
2006-09-12 00:00:00,0.81722,0.740428,598,469,1614,771,-7352.578018906992,217982
2006-09-19 00:00:00,0.764586,0.6728970000000001,521,441,1456,749,-461.09753806659137,216378
2006-09-26 00:00:00,0.793127,0.6662819999999999,514,408,1455,742,-407.78075380643713,218376
2006-10-03 00:00:00,0.66909,0.662747,394,360,1169,711,-40320.65414318198,176387
2006-10-10 00:00:00,0.62115,0.545619,366,372,1086,697,9676.843779323302,199040
2006-10-17 00:00:00,0.6036590000000001,0.5862310000000001,446,345,1211,698,14316.575868066577,206574
2006-10-24 00:00:00,0.649058,0.660687,477,392,1356,691,5066.446692147118,205241
2006-10-31 00:00:00,0.568338,0.534093,321,311,1037,677,-9276.46133930239,194161
2006-11-07 00:00:00,0.651546,0.585549,389,385,1172,667,-2092.4310432441125,200154
2006-11-14 00:00:00,0.652176,0.618075,439,411,1283,666,13739.655603569758,207580
2006-11-21 00:00:00,0.8038489999999999,0.687465,495,457,1448,671,5504.868117326609,210629
2006-11-28 00:00:00,0.787458,0.715696,502,500,1526,652,2762.488431267848,213219
2006-12-05 00:00:00,0.943263,0.829313,519,545,1554,641,-23576.04400638424,187384
2006-12-12 00:00:00,0.946932,0.800912,496,682,1694,638,16631.265632211493,211509
2006-12-19 00:00:00,0.987146,0.918484,609,681,1913,632,306.9604420114192,208278
2006-12-26 00:00:00,1.05206,0.8142590000000001,729,788,2228,703,70487.10080224462,273623
2007-01-02 00:00:00,0.995184,1.07197,2187,1997,5641,1373,257837.8047058733,526227
2007-01-09 00:00:00,1.22003,1.21786,2387,2433,6444,1429,2693.098395206849,529126
2007-01-16 00:00:00,1.28548,1.24576,2583,2551,6941,1449,11080.185503184795,557172
2007-01-23 00:00:00,1.3775,1.35984,2871,2788,7434,1477,-7883.064023749786,546680
2007-01-30 00:00:00,1.46725,1.44671,3074,2998,7915,1485,-6558.60413407546,547104
2007-02-06 00:00:00,1.55841,1.53286,3398,3303,8687,1539,10422.579615721595,566717
2007-02-13 00:00:00,1.61958,1.6665299999999998,3563,3290,9104,1516,-26000.223008063276,546284
2007-02-20 00:00:00,1.8112,1.97488,3651,2631,8570,1523,-119414.96410945244,433951
2007-02-27 00:00:00,1.61865,1.67305,3679,3158,9171,1513,71409.24244246486,548159
2007-03-06 00:00:00,1.62124,1.63405,3365,2907,8436,1487,-11519.306237759534,516263
2007-03-13 00:00:00,1.6735099999999998,1.74595,3298,2694,8091,1453,-59040.82811820333,463416
2007-03-20 00:00:00,1.95096,1.93643,3580,2724,8750,1420,-26571.19070040947,451862
2007-03-27 00:00:00,2.5001900000000004,2.48905,3848,2348,8902,1426,-97890.2444274844,357646
2007-04-03 00:00:00,2.43939,2.25405,3737,2568,9706,1486,34723.90198045538,430603
2007-04-10 00:00:00,2.29319,2.09147,3393,3644,11115,1509,84814.53011573374,531444
2007-04-17 00:00:00,2.62907,2.35934,3664,4900,12197,1511,12648.403887291495,516966
2007-04-24 00:00:00,3.92966,3.32331,4289,7661,17171,1508,-223.8637337879045,516683
2007-05-01 00:00:00,4.99202,4.43381,5222,11974,24812,1514,39956.86661378987,559609
2007-05-08 00:00:00,5.7776,5.34547,6059,15323,31896,1526,50059.37709660758,596692
2007-05-15 00:00:00,5.98318,5.42258,6244,14336,31625,1518,8432.107317152317,583210
2007-05-22 00:00:00,5.61677,5.303030000000001,5922,12783,30245,1497,-9081.45532022824,570334
2007-05-29 00:00:00,4.5323400000000005,4.24456,4978,9958,25027,1453,22842.05202737357,589626
2007-06-05 00:00:00,3.83249,3.628,4420,7849,20254,1445,-29244.17125261412,558269
2007-06-12 00:00:00,3.21522,3.03463,3878,6112,16714,1412,-14205.22308442404,550776
2007-06-19 00:00:00,2.69245,2.53595,3153,4493,13040,1395,-47367.84783154389,514205
2007-06-26 00:00:00,2.03366,2.0573,2689,3395,10376,1379,-25899.431486837333,504350
2007-07-03 00:00:00,1.65275,1.7415,2372,2697,8583,1327,-18355.075306130748,492850
2007-07-10 00:00:00,1.3113,1.40652,2045,2354,7045,1318,9373.81401572586,500881
2007-07-17 00:00:00,1.1652,1.26861,1857,2013,6079,1288,-24804.60094631952,479187
2007-07-24 00:00:00,1.02035,1.07719,1572,1713,4953,1208,-22761.71030829259,459808
2007-07-31 00:00:00,0.877607,0.993445,1466,1416,4224,1147,-34937.14475423249,425187
2007-08-07 00:00:00,0.8251069999999999,0.911212,1356,1381,4011,1098,11898.74696383084,440183
2007-08-14 00:00:00,0.787315,0.972109,1439,1274,3904,1074,-27713.251885154576,401601
2007-08-21 00:00:00,0.805439,0.993258,1393,1116,3646,945,-42095.728683489375,367075
2007-08-28 00:00:00,0.8860610000000001,1.09132,1473,1083,3803,869,-14694.530436801608,348477
2007-09-04 00:00:00,0.743743,0.888446,1159,906,2933,789,-12894.473747925542,330127
2007-09-11 00:00:00,0.706842,0.887691,1113,886,2906,764,-7524.839262519847,327366
2007-09-18 00:00:00,0.655943,0.883187,1115,855,2842,755,345.91338905051816,321789
