date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,RESIDUALS,residuals_36,residuals_48,residuals_60,OT
2002-04-02 00:00:00,2.38636,1.90428,1028,1019,3260,879,4137.420921690908,2403.624766436289,8822.878439769149,-8891.07508099178,171193
2002-04-09 00:00:00,1.7362099999999998,1.5901,1068,1296,3729,926,55103.888080816105,50316.38606893184,62185.208789322176,53699.947762495256,234513
2002-04-16 00:00:00,2.06296,1.81559,1154,1798,4204,902,4357.1722121411,1620.4146749886277,7377.69281396101,21629.35999995988,231550
2002-04-23 00:00:00,2.58113,2.41801,1373,2998,5696,927,12299.645421433554,18726.48042045865,8403.573119852663,24003.813853691187,235566
2002-04-30 00:00:00,2.93909,2.86635,1411,4064,7079,884,12565.43240159226,17637.7160112891,14038.103649290657,7923.702277265751,246969
2002-05-07 00:00:00,3.22539,3.16662,1606,4447,7782,889,14150.966221264534,13973.37940553471,14158.703727093933,1873.523510561616,245751
2002-05-14 00:00:00,3.06982,3.0155,1568,4224,7649,903,11988.327728781383,13906.992716251349,6860.166271412134,5656.325407314842,253656
2002-05-21 00:00:00,3.20044,2.9978,1694,3689,7228,871,-23269.015555762628,-25570.3926352344,-24481.407365964027,-26430.903725515996,241110
2002-05-28 00:00:00,2.44888,2.31957,1336,2583,5606,857,-3411.5090816157463,-610.3547527290648,-7532.308215697296,-2179.5416370786843,241683
2002-06-04 00:00:00,2.1344,1.94707,1015,2103,4450,839,-38593.50734093244,-39421.065153578296,-37094.228583244025,-28628.18097913649,228549
2002-06-11 00:00:00,1.99866,1.72985,880,1669,3810,835,-18848.39804264056,-15267.144094873249,-28299.1572519746,-16183.885861203278,220250
2002-06-18 00:00:00,1.93849,1.51837,737,1321,2987,795,-38682.666824097454,-28529.906412557408,-36825.417721730686,-32753.87524920932,196724
2002-06-25 00:00:00,1.41293,1.22616,624,1016,2439,775,-14517.0004843988,-10679.807445811775,-15907.782873762306,-10161.469407730416,198913
2002-07-02 00:00:00,1.23472,1.05433,506,846,2028,741,-13269.34661822382,-13067.464204479444,-11189.941874184617,-7556.709937375475,192349
2002-07-09 00:00:00,1.20005,1.07108,569,799,2082,735,1962.6734703163384,3634.889435730758,-1353.7192461891973,7903.869444067532,194383
2002-07-16 00:00:00,0.910135,0.8261200000000001,440,539,1467,669,-16540.4255981904,-12304.33404591831,-15860.126169930389,-11345.128138243948,177577
2002-07-23 00:00:00,0.932265,0.8205049999999999,429,508,1445,682,-6569.201851724763,-9178.05227843288,-8857.10132365767,-2377.206206909876,176111
2002-07-30 00:00:00,0.692175,0.630846,275,444,1075,655,-8626.329901540652,-9034.0484853074,-12861.743550588144,-7259.408974192833,170406
2002-08-06 00:00:00,0.6694060000000001,0.63935,215,471,1005,613,-19349.191506550327,-21677.21508707176,-21192.823504492524,-19893.326793718297,157191
2002-08-13 00:00:00,0.727705,0.586609,248,283,836,547,-9550.95753439897,-10738.897893513931,-14442.415046478183,-11936.637561760726,142514
2002-08-20 00:00:00,0.717701,0.7730239999999999,264,262,740,406,-45763.2137117594,-46085.45529542226,-48022.68021871973,-41700.657880204846,95728
2002-08-27 00:00:00,0.7893939999999999,0.790743,213,205,641,393,-4288.4810456488485,-9055.697774624585,-10640.711795188909,-9929.746704997306,81063
2002-09-03 00:00:00,0.722129,0.711847,201,195,563,344,-9225.573883408157,-13055.29709511227,-18137.380287612905,-15884.033808073204,79090
2002-09-10 00:00:00,0.591326,0.794637,198,187,620,341,912.97242671813,-4120.877155319118,-8107.889348089986,-5743.041440669476,78023
2002-09-17 00:00:00,0.52307,0.586604,139,123,423,322,-31.74793108359154,-4811.904433410731,-10647.499824463244,-10721.525974781398,72110
2002-09-24 00:00:00,0.4502359999999999,0.6159819999999999,122,124,441,322,-8512.416052012224,-13298.373361546284,-20743.40916112857,-15185.762949349562,71593
2002-10-01 00:00:00,0.397421,0.4915069999999999,109,91,318,310,-4970.532121933706,-9849.520969381743,-15940.81438375266,-16786.53593197251,64699
2002-10-08 00:00:00,0.448002,0.604341,137,141,441,308,2457.290468266729,-2567.344543986823,-9212.328005527932,-6210.775648455252,72972
2002-10-15 00:00:00,0.474767,0.524478,98,98,365,301,4616.520852381327,-408.3199645796558,-5477.7713356509485,-6878.593861871617,69593
2002-10-22 00:00:00,0.453251,0.590692,112,139,420,302,-3779.141026088284,-8410.857394709761,-14175.784395139126,-10864.075385945136,71103
2002-10-29 00:00:00,0.3521579999999999,0.505135,100,120,361,290,4070.625044473534,-2596.2385340909823,-7723.667989411639,-9730.989206687167,71466
2002-11-05 00:00:00,0.5253220000000001,0.634271,136,125,443,295,-1825.164440042252,-8471.9651446512,-13138.453340496111,-11907.776956926362,69844
2002-11-12 00:00:00,0.492991,0.610118,120,131,421,283,2050.741126637382,-2822.323932308136,-10131.783193340249,-10698.829587629298,69003
2002-11-19 00:00:00,0.542728,0.641227,159,144,450,277,-969.1160611879022,-7172.467387984521,-11120.7404101586,-12981.855618367772,70178
2002-11-26 00:00:00,0.490347,0.661429,166,155,463,276,2503.7685810009425,-4225.923569799634,-10637.398573628248,-9178.784257277148,70000
2002-12-03 00:00:00,0.7359140000000001,0.7926810000000001,177,182,519,271,-4571.123182245181,-11284.47788358209,-16350.503636211171,-17418.73841045059,65474
2002-12-10 00:00:00,0.581771,0.639059,145,184,475,267,9751.66066287701,4791.975546046553,-3506.2116114007804,-5235.516085822746,74328
2002-12-17 00:00:00,0.654162,0.636732,136,183,461,264,-7014.685191204175,-13823.281786706151,-17816.004993967246,-16125.053323373097,72401
2002-12-24 00:00:00,0.749504,0.747829,135,221,533,268,-944.2019137638416,-7313.313457885597,-16008.737471587609,-11953.4956358341,71273
2002-12-31 00:00:00,0.884021,0.960873,808,881,2442,830,182326.2120820552,177807.91172803065,170988.2011224347,167385.30653079235,254144
2003-01-07 00:00:00,1.02773,1.04325,913,1132,2932,931,12897.547276406607,8268.713530053967,6430.81783028791,218.96349430514965,281045
2003-01-14 00:00:00,1.28296,1.0545,878,1147,3031,974,-3938.433387828176,-14153.528046055171,-475.8552972992766,-22087.00587714801,287436
2003-01-21 00:00:00,1.32661,1.11231,1006,1369,3475,1007,12358.555682354548,9305.79881466867,14588.308731985046,10451.863215815974,312412
2003-01-28 00:00:00,1.7730400000000002,1.41274,1207,2080,4690,1074,23186.71419910144,18318.16148028971,24727.1315538123,23492.41627748654,331980
2003-02-04 00:00:00,2.43814,1.7270299999999998,1542,2735,5790,1111,-424.2259835214936,-247.048001588264,3527.958678202587,3933.37708181818,335258
2003-02-11 00:00:00,2.72605,2.407,2185,4133,8385,1141,-1074.3051578838497,-210.29598924622405,4620.008985620458,4753.184782664466,348359
2003-02-18 00:00:00,3.73192,3.10962,2561,5684,11141,1129,17077.204348689294,11207.298497242387,23685.37992852292,11650.079753536207,358275
2003-02-25 00:00:00,4.54894,4.30779,3247,4933,11742,1118,-81015.53743160923,-80960.91379157716,-77499.5001610127,-82563.7078607899,272576
2003-03-04 00:00:00,5.39906,4.8303,4734,7817,18948,1189,117850.81555098738,121379.71131866722,120783.40365468268,86072.04507776652,392274
2003-03-11 00:00:00,7.38735,6.42905,6620,11550,24962,1173,-5405.297981195385,-8291.839402036974,9156.327078557108,4513.128476270707,388269
2003-03-18 00:00:00,7.48097,6.86734,6434,9851,23699,1148,-49943.24537381169,-49164.381744514685,-64857.86134265561,-34358.41576196748,345097
2003-03-25 00:00:00,7.627969999999999,7.064960000000001,5336,5231,16415,1122,-147195.61347695696,-159067.74904088042,-141941.41712023778,-172413.07127031055,232344
2003-04-01 00:00:00,5.14051,4.55115,3391,2894,11332,1139,-4206.247512662143,-10506.534954505332,-38835.50545698992,-71632.42996053863,248992
2003-04-08 00:00:00,2.89129,2.41833,1930,2299,7602,1160,-39197.28356671863,-36612.08511619864,-42722.895977476495,-35115.05267023074,314349
2003-04-15 00:00:00,2.10429,1.80906,1679,1857,5583,1141,-25973.7528935906,-9127.159202406763,-60032.55984542379,-2101.2340448304312,308614
2003-04-22 00:00:00,1.88696,1.71202,1721,1604,4961,1084,-15503.16168010037,20229.939976207912,-25770.21378091193,17344.1781523237,289774
2003-04-29 00:00:00,1.7766,1.5425,1487,1543,4436,1071,-6874.669714464282,13235.539282488462,-967.9331094597584,14185.821917081834,287586
2003-05-06 00:00:00,1.46001,1.43787,1454,1448,4251,1054,-4325.303073207673,2854.5237194121582,-2457.805996880052,8716.409969520639,295646
2003-05-13 00:00:00,1.3778700000000002,1.32427,1420,1297,3824,986,-2376.894368446083,2159.8506671082,-1164.8305845343275,5615.418556930847,288762
2003-05-20 00:00:00,1.30532,1.30726,1301,1255,3691,1004,-2207.1351255283807,232.4686706890934,-3610.676126518461,11655.112637649465,282347
2003-05-27 00:00:00,1.08691,1.03698,956,1038,2916,948,-10546.417719413645,-8551.204493216996,-11180.926196336106,-4337.4872940294445,281202
2003-06-03 00:00:00,0.991888,1.01032,925,910,2744,894,-9629.455772539775,-9499.275557141167,-11698.879688064915,-7552.20960252604,271597
2003-06-10 00:00:00,1.02765,1.05249,878,888,2708,897,-4997.571618668968,-1263.4473177458276,-7363.193337073142,2056.7065838091366,257294
2003-06-17 00:00:00,1.0579,1.02009,730,826,2487,849,-20742.49589642108,-19738.82570037921,-22324.983780338134,-20723.370347437973,243802
2003-06-24 00:00:00,0.849361,0.924419,760,733,2300,859,2386.383019327332,2003.8801485434524,2366.7986354217865,-1332.6669220200274,248805
2003-07-01 00:00:00,0.7471270000000001,0.7906449999999999,610,611,1858,828,-15183.955025619189,-16704.240357209404,-16925.56714440172,-13743.616283518728,234998
2003-07-08 00:00:00,0.661708,0.80261,583,566,1705,774,-27806.940985533,-30785.12356532371,-29628.64503724081,-26603.729966475163,212432
2003-07-15 00:00:00,0.6795140000000001,0.8361299999999999,545,573,1749,755,-1913.832437448204,-2290.3078394344197,-3842.366379713552,-3816.9723853576,209178
2003-07-22 00:00:00,0.633071,0.7924359999999999,501,511,1615,679,-2655.331185284973,-3946.401306301472,-4539.543648471445,-5219.971454771585,203802
2003-07-29 00:00:00,0.569894,0.683588,470,404,1331,658,-50.18821550806752,-1062.4891215496464,-2053.07253903299,1646.8059544921853,194708
2003-08-05 00:00:00,0.591357,0.757452,435,491,1394,629,-14430.43435820879,-17019.75093120066,-20221.84224958645,-10358.352004302986,184038
2003-08-12 00:00:00,0.589044,0.7885850000000001,449,443,1327,599,-13275.682480086893,-17033.374300662428,-18499.567945919374,-20151.653804867965,168276
2003-08-19 00:00:00,0.6786399999999999,0.812171,451,380,1262,553,-13464.187594265182,-16511.349765529885,-19453.59854252505,-21372.9406456555,155386
2003-08-26 00:00:00,0.637558,0.804463,375,349,1070,463,-21762.659798139157,-25773.94559810529,-27903.93992252188,-27790.90284941229,133008
2003-09-02 00:00:00,0.8133090000000001,0.8777010000000001,391,308,1061,452,-8859.785468716625,-13104.257834165035,-16222.615946594073,-14097.903751138569,120884
2003-09-09 00:00:00,0.834551,0.741453,355,309,987,443,9110.518240877922,6372.99297253722,-1284.9248688744556,2043.3660533539369,133117
2003-09-16 00:00:00,0.616174,0.661022,307,240,851,426,-9998.255200917774,-14540.386194771185,-17243.132443720242,-12828.1718609542,128740
2003-09-23 00:00:00,0.513286,0.715109,277,284,887,423,-4684.242440910151,-10662.646300536057,-14811.190187499304,-11256.243408518494,124037
2003-09-30 00:00:00,0.351881,0.562241,238,183,698,408,4292.672523653964,-844.3399461981317,-7733.240256076853,-10798.142740983109,124146
2003-10-07 00:00:00,0.542621,0.786808,233,205,710,381,-35446.23178005722,-39540.87028250594,-45619.5025329502,-44667.32742978161,90238
2003-10-14 00:00:00,0.581036,0.860658,249,280,836,378,5977.335164437827,2209.7711386070587,-6676.518665628901,-12798.238640306226,97135
2003-10-21 00:00:00,0.495486,0.689944,259,200,659,370,-43.50331258239749,-4521.218643903194,-8090.531406687834,-17203.302920646893,95515
2003-10-28 00:00:00,0.6120899999999999,0.779691,260,230,719,363,-9546.555450982063,-16111.55621934445,-21140.813492251957,-15972.504356752865,92216
2003-11-04 00:00:00,0.5314909999999999,0.6281439999999999,213,235,733,345,25252.699054102675,20164.81251354932,14613.398726615938,14399.684163264012,116693
2003-11-11 00:00:00,0.519987,0.902459,243,256,809,334,-21827.32006457765,-26297.74336843242,-30515.390677598145,-25370.614778937947,89644
2003-11-18 00:00:00,0.574476,0.806443,256,256,770,335,12678.382692189029,7137.955393421173,-2581.3426044143853,-7852.189238852414,95481
2003-11-25 00:00:00,0.663175,0.8748879999999999,259,265,799,333,-10189.820966617131,-15792.531166262504,-21754.57361832187,-24919.10665457358,91326
2003-12-02 00:00:00,0.614691,0.993213,279,358,960,326,4051.824170340231,-1756.0482186889858,-7983.794561723393,-9833.91645016009,96656
2003-12-09 00:00:00,0.6568229999999999,0.876141,281,309,913,337,15197.368420861108,9394.731755327535,3396.090601718592,-3696.079779246269,104207
2003-12-16 00:00:00,0.723016,0.948092,342,413,1122,341,9298.318107365803,4145.699668946923,-4011.901353580295,-381.3763688284817,118343
2003-12-23 00:00:00,0.6918569999999999,0.926943,322,416,1089,336,4193.22270373191,-854.3664061437303,-7585.263679480893,-7565.793505869544,117483
2003-12-30 00:00:00,0.782758,0.971643,333,382,1116,364,-4412.924607782756,-10377.483225210526,-17487.484741016233,-17462.688655385253,114857
2004-01-06 00:00:00,0.982275,0.897159,877,1256,3171,1176,232616.5786920695,226994.9024037649,218567.74339419836,214571.8915208946,353449
2004-01-13 00:00:00,1.01821,1.0224799999999998,1071,1373,3631,1187,-49299.49854887172,-52990.45688754629,-52978.46256340318,-59751.35238118883,355116
2004-01-20 00:00:00,1.1768,1.06296,1240,1534,4019,1267,23131.64019476506,14064.865503687644,35534.56745152705,-648.6955969694536,378094
2004-01-27 00:00:00,1.30121,1.14696,1190,1671,4369,1293,-6982.295568304195,-10002.927323929383,1278.6378286330146,2914.941743670497,380921
2004-02-03 00:00:00,1.27746,1.20495,1327,1718,4551,1302,-7675.760900213558,-11237.11679258634,1598.107352363295,-5204.301252368779,377692
2004-02-10 00:00:00,1.4038700000000002,1.3051700000000002,1497,1874,4969,1344,614.5445545425173,1273.744331782451,9220.596909719345,6306.125448519713,380718
2004-02-17 00:00:00,1.40301,1.28699,1531,1874,4983,1336,-1089.3443311348092,-2672.201192398963,8448.82119707088,7414.9363329820335,387182
2004-02-24 00:00:00,1.73975,1.59468,1490,1678,4713,1341,-94549.911932614,-94822.60381403768,-82755.72740570462,-81960.07462509186,295546
2004-03-02 00:00:00,1.56894,1.39714,1538,2059,5407,1369,58142.05162803514,58975.92311918386,63370.61504182656,51828.20218228089,387004
2004-03-09 00:00:00,1.65927,1.44996,1551,2052,5428,1346,903.4393427579198,768.1103427699418,19724.72271444637,13636.1757640086,374356
2004-03-16 00:00:00,1.81341,1.61745,1670,2071,5755,1379,-14453.319286831247,-8853.482190062932,-6597.048502849822,13591.192747284658,355806
2004-03-23 00:00:00,2.37626,2.19112,1856,1807,5689,1288,-111241.65520030056,-107459.81922670091,-99846.4227582246,-102676.4860225382,259639
2004-03-30 00:00:00,2.77052,2.56649,2252,1993,7279,1332,9465.226850163132,9513.104197736016,18097.816246260016,-3528.031342339935,283617
2004-04-06 00:00:00,2.40064,2.17645,2010,2450,8041,1383,76758.06102135166,79676.35341196536,98392.68258756684,79201.50534644234,369455
2004-04-13 00:00:00,2.54155,2.20171,2188,2982,8323,1342,7907.570261155255,7191.99158259033,22504.417453865928,30710.38052708976,378024
2004-04-20 00:00:00,2.85871,2.53012,2199,3682,9328,1348,1955.1223382009196,10199.152555754175,3086.443818375934,30202.68865915452,368678
2004-04-27 00:00:00,3.55011,3.06524,2747,5364,12422,1334,27638.44671130122,32256.866199577227,39661.874737091945,38582.25797822559,405254
2004-05-04 00:00:00,4.58591,3.98061,3086,7650,16192,1303,17919.1653940666,24175.053845581308,26596.110046068905,24051.46454222721,406772
2004-05-11 00:00:00,5.05809,4.595680000000001,3626,8854,19369,1324,22346.214972899004,28336.51568368997,31766.52791346732,21933.048242111225,421461
2004-05-18 00:00:00,5.44151,4.75197,3834,8400,19931,1330,4430.934336291859,9696.937828643016,14173.440083965075,-9001.398373611097,419426
2004-05-25 00:00:00,4.4729,4.17962,3720,6759,16630,1280,-28643.58995784563,-29368.4661704168,-22684.145087880257,-38550.09983516659,397883
2004-06-01 00:00:00,3.6752,3.45359,2997,5343,13234,1268,-32441.70368465845,-40368.82689297706,-32923.850476178806,-31286.837113267044,383196
2004-06-08 00:00:00,3.3353,3.15852,2728,4494,11601,1227,-38253.19788819039,-41622.53819293896,-40031.47457624762,-29424.014099610737,367292
2004-06-15 00:00:00,2.7622400000000003,2.6732,2416,3513,9502,1185,-16487.460719764116,-1932.5053353640835,-16377.509012791505,-9854.547238847184,355454
2004-06-22 00:00:00,2.46844,2.35161,2145,2771,7900,1148,-31533.491042227422,-24122.223484677845,-32404.50217106857,-22032.68875892612,335940
2004-06-29 00:00:00,2.00081,1.89243,1827,2133,6329,1103,-13094.700282478472,-6386.755050616746,-14360.332625805577,-3563.4616276962333,334438
2004-07-06 00:00:00,1.54319,1.5249,1422,1737,4816,1048,-29261.874199993093,-23415.89279141772,-28125.85638950893,-15670.966326463036,315823
2004-07-13 00:00:00,1.50195,1.41134,1356,1603,4445,1000,-6999.468296192063,-3679.426128335588,-11635.824080533406,2142.716614221572,314948
2004-07-20 00:00:00,1.22918,1.25068,1096,1469,3825,978,-4484.669059985783,3531.734437580337,-5177.7414703445975,6605.5162818802055,305833
2004-07-27 00:00:00,1.21854,1.20702,1117,1411,3646,971,-9532.801151050022,-7331.196429878357,-10797.398054685153,-4945.392179102462,302065
2004-08-03 00:00:00,1.15832,1.07895,903,1136,2990,923,-24600.440908772987,-21926.203856049746,-27979.315801271063,-23395.512483318103,277120
2004-08-10 00:00:00,1.249,1.14521,979,1115,3012,878,-24904.497242335052,-24875.74096725008,-24024.30145658995,-22604.692811639863,263009
2004-08-17 00:00:00,1.16888,1.06124,805,926,2531,825,-22681.569791325863,-21327.591996727744,-24144.316198968445,-21674.863703312847,238494
2004-08-24 00:00:00,1.0788799999999998,1.0568,687,695,2056,687,-53183.29145342435,-55165.280045265856,-53546.76334620247,-51933.49430487622,194550
2004-08-31 00:00:00,1.23059,1.25193,693,678,2099,637,-21237.8514716666,-22005.224772904214,-25445.74535991281,-24662.3598959893,167661
2004-09-07 00:00:00,1.14747,1.01419,548,594,1744,603,5179.627054950135,5929.805653636344,-382.0802503085579,-406.1629676207958,171960
2004-09-14 00:00:00,1.00254,1.04197,573,507,1614,582,-25960.72854924021,-27652.007595598145,-30182.96585254377,-24533.836031861807,154899
2004-09-21 00:00:00,0.957569,0.954027,580,507,1628,587,15461.783820812709,12751.82889223413,7015.194177248748,9857.01281477965,170645
2004-09-28 00:00:00,0.8948370000000001,0.8482299999999999,497,452,1359,550,-11603.009493180349,-14324.395920350013,-17388.183046404563,-14134.205073941615,160216
2004-10-05 00:00:00,0.798205,0.841872,426,390,1198,533,-22272.598484590708,-24718.496002386382,-29871.48964323621,-22853.622847656283,142302
2004-10-12 00:00:00,0.757812,0.7308939999999999,389,361,1148,524,9919.566398485857,6711.169226353115,1110.8058145177492,664.1716327768227,157068
2004-10-19 00:00:00,0.8259629999999999,0.713432,333,364,1068,507,-5179.362617958541,-8042.439928479667,-12448.099511835724,-9646.529172835057,149699
2004-10-26 00:00:00,0.744927,0.6706770000000001,328,327,990,492,-5512.843235280918,-7056.445789799385,-13115.588013866334,-7208.548623171111,147612
2004-11-02 00:00:00,0.787049,0.689278,331,326,982,488,-6653.325215071614,-10545.847155137162,-13970.723972378706,-12721.058244183834,142468
2004-11-09 00:00:00,0.684724,0.704929,319,350,1023,479,495.7052288903215,-4270.927150912961,-8247.753114885127,-6931.02605946621,145121
2004-11-16 00:00:00,0.7473609999999999,0.615903,330,326,928,480,7647.692662915011,3138.584088644944,804.9806547430053,-1729.6198283648991,150673
2004-11-23 00:00:00,0.673974,0.609426,292,311,922,428,-2270.1065939150867,-6111.022400642512,-11728.16087475128,-4976.868070235098,151290
2004-11-30 00:00:00,0.869662,0.6802590000000001,342,367,1033,420,7921.754029502452,3418.9768771920358,1170.8146016350363,3944.357655680011,151854
2004-12-07 00:00:00,0.8995290000000001,0.7754880000000001,338,396,1061,416,-13015.216541376576,-15967.992615344963,-24466.66991319501,-17025.561190607958,136817
2004-12-14 00:00:00,0.854635,0.6834210000000001,302,383,1026,408,6489.180592602323,576.3950903375226,-3047.577778432751,-7312.775242381176,150127
2004-12-21 00:00:00,1.01123,0.781075,368,516,1219,419,6834.186585831281,349.96770401875256,-3243.326071988413,-3622.936009942496,156067
2004-12-28 00:00:00,0.977808,0.8069430000000001,381,484,1204,447,-5580.667654624704,-9235.51493359104,-16910.960790294717,-12632.306504688138,149205
2005-01-04 00:00:00,1.1777799999999998,1.07635,1172,1256,3586,1113,173062.91129726978,167418.35883720004,163609.2984071747,159333.95557713235,333164
2005-01-11 00:00:00,1.21947,1.05869,1285,1247,3582,1160,-26137.782081816757,-31194.012441790543,-30212.146300088032,-44141.6184943135,338343
2005-01-18 00:00:00,1.3069,1.11523,1393,1525,4122,1216,14229.402403342712,3212.29709426919,23799.77758178284,-4391.2074075817945,369609
2005-01-25 00:00:00,1.33931,1.12381,1439,1599,4248,1237,6268.890922383813,3528.5771686801454,13861.51598976273,14977.816075431185,377999
2005-02-01 00:00:00,1.58374,1.25489,1639,1894,5005,1280,19218.547245681053,16790.500866779417,22995.9177153621,28345.855121691944,398840
2005-02-08 00:00:00,1.47072,1.33661,1563,1929,5038,1272,-23961.63206406485,-22349.611329171457,-16398.375399013225,-10770.80592059216,376924
2005-02-15 00:00:00,1.6112,1.37864,1679,1951,5276,1277,-2779.17743120261,-5361.478242271522,3279.543737753702,-1868.201358294173,382697
2005-02-22 00:00:00,1.82699,1.60829,1666,1593,4802,1301,-84107.21880938282,-83062.91099575983,-79528.99925082695,-78237.39143384312,298578
2005-03-01 00:00:00,1.77482,1.48311,1858,2176,5966,1325,64629.79401103477,64745.02546859061,69423.22199045756,58037.14094825211,402264
2005-03-08 00:00:00,1.94451,1.6537400000000002,1987,2463,6371,1328,2326.1871903548017,2172.1046528457664,18719.07427975588,17270.384859623387,385248
2005-03-15 00:00:00,2.35512,2.00679,2241,3063,7697,1318,-5211.414756366401,-443.8004656098201,-1134.4976788638742,21717.15458160703,383548
2005-03-22 00:00:00,3.10878,2.56857,2696,3058,8577,1287,-51617.297560127336,-48245.62060202274,-42290.28859935125,-44529.95022123313,333921
2005-03-29 00:00:00,3.2823800000000003,3.05278,2678,2561,8842,1273,-57094.7713093693,-54818.66786094493,-50882.57174419105,-56204.52529873309,289638
2005-04-05 00:00:00,2.62914,2.42504,2422,2366,8339,1319,36946.38254748238,33739.42344157002,49512.38038227835,17169.801816634776,343871
2005-04-12 00:00:00,2.2515,2.00195,2272,2921,7882,1339,34076.951444887905,31082.47217241104,37507.9497126494,40133.424852934026,393716
2005-04-19 00:00:00,2.35858,2.0586900000000004,2249,3150,7858,1297,-10139.262903946918,-6059.166772464465,-12531.254479317691,20358.244231348508,381699
2005-04-26 00:00:00,2.41881,2.21277,2643,3646,9114,1331,30465.71333320433,41456.57455425983,35658.23563740496,54400.31451312936,411882
2005-05-03 00:00:00,2.52752,2.3222,2612,4153,9551,1320,5168.765808815719,9150.60452480457,9296.934539766517,19065.625047557347,411291
2005-05-10 00:00:00,2.64954,2.4927900000000003,2754,4593,10427,1311,2930.1553066286724,1865.9616048845928,3927.502411432331,10955.122369192715,418286
2005-05-17 00:00:00,3.12935,2.79489,2624,4979,11226,1288,-12632.477009591006,-7798.678360664286,-9578.410638062516,-6331.876677612192,401661
2005-05-24 00:00:00,3.12442,2.96911,2753,5284,11901,1288,-3804.1176870442578,1349.712952243688,-1692.3904927320546,-6087.984697749838,400827
2005-05-31 00:00:00,3.13099,2.8395900000000003,2579,5008,11343,1275,-1480.7660512734435,3153.274296114105,724.0250603380264,-7879.3369546926115,399459
2005-06-07 00:00:00,3.08261,2.77799,2564,5106,11261,1257,-1088.882812346972,-269.8737192187691,576.351695721678,1407.2903973539942,405365
2005-06-14 00:00:00,2.64431,2.47287,2330,4154,9322,1241,-30321.24046568281,-25045.641581118223,-27447.48671953642,-20734.13627967314,376971
2005-06-21 00:00:00,2.42295,2.18061,1895,3709,8064,1217,-22068.652175431664,-21449.034846831342,-22778.711709684227,-16794.212093352107,369804
2005-06-28 00:00:00,2.31141,2.0168,1697,3393,7313,1165,-15400.246581507148,-12829.380094375343,-14167.480985926,-10837.131325123077,362605
2005-07-05 00:00:00,1.86383,1.64101,1437,2660,5738,1133,-11827.951052451564,-1151.7937421142124,-8457.554959254398,-4.950201870058663,349662
2005-07-12 00:00:00,1.44943,1.35829,1181,2014,4547,1087,-22742.446786249056,-19203.92792130785,-21609.26311692444,-9797.251484495937,334760
2005-07-19 00:00:00,1.30227,1.1428,959,1479,3550,1045,-24540.623899967934,-21795.96958201722,-22362.94176553201,-15465.190338341286,310641
2005-07-26 00:00:00,1.13459,1.04031,836,1382,3177,1017,-12907.045895342717,-6870.577910244057,-10983.569134967518,-3369.2862828992074,305389
2005-08-02 00:00:00,1.06255,0.964347,745,1208,2780,958,-18170.836371988407,-14396.296114082565,-14760.218143124366,-11932.214505724609,288278
2005-08-09 00:00:00,1.03428,0.937982,745,1039,2592,919,-10628.096543164169,-7719.41592295625,-7980.964641938102,-3249.4034674462746,276338
2005-08-16 00:00:00,1.01791,0.947449,715,969,2428,877,-20086.978670379613,-18479.96110738761,-17470.302426363458,-12779.92524369579,256267
2005-08-23 00:00:00,0.918151,0.891918,699,764,2061,783,-28233.308022937505,-29171.328875602198,-27389.183409840887,-25779.30886472907,231075
